,Unnamed: 0,Unnamed: 0.1,Status,CRN,Type,Section,Time,Days,Location,Instructor,Course Number,Course Name,Number of Credits,geneds,loc,year,term,dept,YearTerm,Year,Term,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,GPA,size
2430,916070,916070,UNKNOWN,33579.0,Online,A,03:00 PM - 04:20 PM,TR,,"Frohlich, JHilger, S",GER 321,German for Economics,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GER/321.html,2021,spring,GER,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2432,916072,916072,UNKNOWN,73330.0,Online Lecture,A,03:30 PM - 05:50 PM,M,,"Ivashkiv, R",GER 512,Applied LiteraryTranslation II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GER/512.html,2021,spring,GER,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2436,916076,916076,UNKNOWN,33563.0,Online,A,10:00 AM - 10:50 AM,TR,,"Hilger, SWebster, C",GER 102,Beginning German II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GER/102.html,2021,spring,GER,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2448,916088,916088,UNKNOWN,10379.0,Independent Study,,ARRANGED -,,,,ARTH 489,Senior Art-History Honors-BA,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTH/489.html,2021,spring,ARTH,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2450,916090,916090,UNKNOWN,10383.0,Independent Study,,ARRANGED -,,,,ARTH 491,Topics in Art History,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTH/491.html,2021,spring,ARTH,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2457,916097,916097,UNKNOWN,39099.0,Online Discussion,A,02:00 PM - 04:40 PM,R,,"Rosenthal, L",ARTH 535,Seminar in Baroque Art,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTH/535.html,2021,spring,ARTH,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2459,916099,916099,UNKNOWN,68862.0,Online Discussion,AD1,08:00 AM - 08:50 AM,F,,"Hall, SO'Brien, D",ARTH 110,Introduction to the History of Art and Visual Culture,0;3,"['WCC', 'HA']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTH/110.html,2021,spring,ARTH,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2466,916106,916106,UNKNOWN,10384.0,Independent Study,,ARRANGED -,,,,ARTH 591,Individual Readings,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTH/591.html,2021,spring,ARTH,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2468,916108,916108,UNKNOWN,70636.0,Online Lecture,1,ARRANGED -,,,"Burkus-Chasson, A",ARTH 214,Art in China,3,"['AC', 'NWC']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTH/214.html,2021,spring,ARTH,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2473,916113,916113,UNKNOWN,10381.0,Independent Study,,ARRANGED -,,,,ARTH 490,Senior Art-History Honors-BFA,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTH/490.html,2021,spring,ARTH,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2481,916121,916121,UNKNOWN,10382.0,Independent Study,,ARRANGED -,,,,ARTH 391,Individual Art History Topics,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTH/391.html,2021,spring,ARTH,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2487,916127,916127,UNKNOWN,41831.0,Online Lecture,1,01:00 PM - 03:40 PM,W,,"O'Brien, D",ARTH 540,Seminar in Art 1750 to 1900,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTH/540.html,2021,spring,ARTH,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2489,916129,916129,UNKNOWN,61005.0,Independent Study,,ARRANGED -,,,,EURO 590,Directed Ind Study,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EURO/590.html,2021,spring,EURO,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2493,916133,916133,UNKNOWN,60766.0,Online,A,10:00 AM - 11:50 AM,T,,"Henry, LLarson, J",EURO 500,Dialogue on Europe,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EURO/500.html,2021,spring,EURO,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2497,916137,916137,UNKNOWN,72844.0,Online,EP,12:00 PM - 01:50 PM,W,,"Larson, J",EURO 596,Special Topics in EU Studies,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EURO/596.html,2021,spring,EURO,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2501,916141,916141,UNKNOWN,51676.0,Online,EU,03:00 PM - 05:50 PM,W,,"Henry, LLarson, J",EURO 502,The EU in a Global Context,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EURO/502.html,2021,spring,EURO,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2503,916143,916143,UNKNOWN,72925.0,Online,A,02:00 PM - 04:50 PM,MWF,,"Inouye, M",LA 336,Design Workshop Studio I,5,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/336.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2523,916163,916163,UNKNOWN,35292.0,Online,A,02:00 PM - 04:50 PM,MWF,,"Huang, TInouye, M",LA 234,Site Design Studio,5,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/234.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2529,916169,916169,UNKNOWN,10490.0,Independent Study,,ARRANGED -,,,,LA 598,Master's Project,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/598.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2535,916175,916175,UNKNOWN,10489.0,Independent Study,,ARRANGED -,,,,LA 590,Directed Research,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/590.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2541,916181,916181,UNKNOWN,35309.0,Conference,A,ARRANGED -,,,"Davis, L",LA 345,Professional Internship,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/345.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2543,916183,916183,UNKNOWN,69244.0,Laboratory-Discussion,CR,01:00 PM - 04:50 PM,MW,319 Temple Hoyne Buell Hall,"Reschke, C",LA 438,Design Workshop Studio II,5,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/438.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2561,916201,916201,UNKNOWN,67977.0,Online Lecture,BD,02:00 PM - 03:20 PM,TR,,"Mosey, G",LA 446,Sustainable Planning Seminar,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/446.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2570,916210,916210,UNKNOWN,69425.0,Online Lecture,HA,09:00 AM - 11:50 AM,T,,"Ahn, HDeal, B",LA 466,Energy & the Built Environment,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/466.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2572,916212,916212,UNKNOWN,64182.0,Online Lecture,JT,11:00 AM - 12:20 PM,TR,,"Thomas, J",LA 597,Research Design & Methods,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/597.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2577,916217,916217,UNKNOWN,35308.0,Laboratory-Discussion,A,09:00 AM - 11:50 AM,F,325 Temple Hoyne Buell Hall,"Sinkosky, TZhao, Y",LA 343,Landscape Construction,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/343.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2581,916221,916221,UNKNOWN,72631.0,Online,JH,02:00 PM - 04:50 PM,MWF,,"Hu, J",LA 538,Urban Design Research Studio,5,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/538.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2593,916233,916233,UNKNOWN,72629.0,Online,SS,12:30 PM - 01:50 PM,R,,"Sears, S",LA 501,Landscape Arch Theory & Prac,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/501.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2605,916245,916245,UNKNOWN,60572.0,Online,C,12:30 PM - 01:50 PM,TR,,"Bliss, A",LA 563,Soc/Beh Research Designed Env,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/563.html,2021,spring,LA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2615,916255,916255,UNKNOWN,42103.0,Online Lecture,A,10:00 AM - 10:50 AM,MTWR,,"Ivashkiv, RSemenova, D",UKR 202,Second-Year Ukrainian II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UKR/202.html,2021,spring,UKR,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2619,916259,916259,UNKNOWN,37287.0,Online Lecture,A,10:00 AM - 10:50 AM,MTWR,,"Ivashkiv, RSemenova, D",UKR 102,Basic Ukrainian II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UKR/102.html,2021,spring,UKR,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2628,916268,916268,UNKNOWN,67680.0,Online,AEN,12:00 PM - 12:50 PM,F,,"Novak, A",UP 401,Undergraduate Capstone Seminar,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/401.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2636,916276,916276,UNKNOWN,70668.0,Online Discussion,ADB,01:00 PM - 01:50 PM,F,,"Salo, K",UP 160,"Race, Social Justice, and Cities",3,['USMC'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/160.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2640,916280,916280,UNKNOWN,63655.0,Online,AC,02:30 PM - 03:50 PM,MW,,"Chakraborty, A",UP 546,Land Use Policy and Planning,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/546.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2642,916282,916282,UNKNOWN,65165.0,Online,A,03:30 PM - 04:50 PM,R,,"Kowalski, R",UP 357,The Land Development Process,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/357.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2647,916287,916287,UNKNOWN,65280.0,Conference,AG,ARRANGED -,,,"Greenlee, A",UP 301,Capstone Preparation,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/301.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2657,916297,916297,UNKNOWN,10261.0,Independent Study,,ARRANGED -,,,,UP 397,Undergraduate Project,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/397.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2659,916299,916299,UNKNOWN,69080.0,Online,PHD,12:00 PM - 12:50 PM,W,,"Miraftab, F",UP 592,Doctoral Urban Planning Seminar,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/592.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2669,916309,916309,UNKNOWN,53145.0,Online,E,12:00 PM - 12:50 PM,F,,"Lee, B",UP 591,Capstone Seminar,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/591.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2673,916313,916313,UNKNOWN,51173.0,Online,KS,09:00 AM - 10:20 AM,MW,,"Salo, K",UP 478,Community Development Workshop,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/478.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2675,916315,916315,UNKNOWN,62003.0,Online,ONL,11:00 AM - 12:20 PM,TR,,"Zhao, L",UP 576,Sustainable Urban Systems,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/576.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2677,916317,916317,UNKNOWN,37262.0,Practice,A,ARRANGED -,,,"Novak, A",UP 390,Planning Internship,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/390.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2679,916319,916319,UNKNOWN,61781.0,Online,M,10:30 AM - 11:50 AM,MW,,"Doussard, M",UP 545,Economic Development Policy,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/545.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2681,916321,916321,UNKNOWN,70409.0,Online,DS,09:30 AM - 10:50 AM,TR,,"Schneider, D",UP 456,Sustainable Planning Workshop,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/456.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2685,916325,916325,UNKNOWN,10269.0,Independent Study,,ARRANGED -,,,,UP 597,Urban Planning Research,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/597.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2694,916334,916334,UNKNOWN,70404.0,Online,JB,03:30 PM - 04:50 PM,TR,,"Han, CLee, B",UP 431,Urban Transportation Modeling,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/431.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2698,916338,916338,UNKNOWN,55421.0,Online,DA,11:00 AM - 12:20 PM,TR,,"Allred, DBalachandran, S",UP 510,Plan Making,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/510.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2708,916348,916348,UNKNOWN,40679.0,Online,DA,09:00 AM - 10:20 AM,TR,,"Allred, DCong, C",UP 503,Physical Planning,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/503.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2710,916350,916350,UNKNOWN,63533.0,Online,AG,02:00 PM - 03:20 PM,TR,,"Greenlee, A",UP 494,Special Topics in Planning,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/494.html,2021,spring,UP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2720,916360,916360,UNKNOWN,45638.0,Online Lecture,A1,ARRANGED -,,,"Gathogo, M",AFST 406,Topics Swahili Lang & Lit II,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/406.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2723,916363,916363,UNKNOWN,66648.0,Online,A,10:00 AM - 10:50 AM,MWF,,"Nobili, M",AFST 213,African Muslim Societies,3,"['HA', 'NWC']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/213.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2725,916365,916365,UNKNOWN,30977.0,Online Lab,CI,02:00 PM - 02:50 PM,W,,"Gathogo, MWawire, G",AFST 434,Intermediate Swahili II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/434.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2728,916368,916368,UNKNOWN,56162.0,Online Lecture,A,ARRANGED -,,,"Gathogo, M",AFST 408,Adv Topics Swahili Lang&Lit II,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/408.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2731,916371,916371,UNKNOWN,46205.0,Online Lecture,A1,03:00 PM - 04:20 PM,MW,,"Gathogo, M",AFST 412,Lang in African Culture & Soc,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/412.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2735,916375,916375,UNKNOWN,62851.0,Online Lecture,A1,ARRANGED -,,,"Gathogo, MSaadah, E",AFST 446,Advanced Wolof II,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/446.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2737,916377,916377,UNKNOWN,31025.0,Lecture-Discussion,A,ARRANGED -,,,"Barro, M",AFST 515,Practicum in African Studies,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/515.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2739,916379,916379,UNKNOWN,30889.0,Online Lecture,A,10:30 AM - 11:50 AM,F,,"Gathogo, MJobe, F",AFST 242,Elementary Wolof II,5,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/242.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2744,916384,916384,UNKNOWN,30988.0,Online Lecture,A,ARRANGED -,,,"Gathogo, MSaadah, E",AFST 444,Intermediate Wolof II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/444.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2750,916390,916390,UNKNOWN,39527.0,Online Lecture,A,11:00 AM - 12:20 PM,MW,,"Gathogo, M",AFST 436,Advanced Swahili II,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/436.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2752,916392,916392,UNKNOWN,63321.0,Online Lab,A,10:00 AM - 10:50 AM,R,,"Gathogo, M",AFST 232,Elementary Swahili II,5,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/232.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2759,916399,916399,UNKNOWN,63685.0,Seminar,B,02:00 PM - 03:50 PM,R,,"Barro, M",AFST 522,Development of African Studies,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFST/522.html,2021,spring,AFST,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2761,916401,916401,UNKNOWN,36251.0,Lecture-Discussion,B,09:00 AM - 09:50 AM,R,2310 Everitt Laboratory,"Chang, W",TAM 252,Solid Mechanics Design,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/252.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2763,916403,916403,UNKNOWN,36206.0,Online Discussion,AD2,09:00 AM - 09:50 AM,T,,"Jetti, Y",TAM 210,Introduction to Statics,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/210.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2783,916423,916423,UNKNOWN,36214.0,Online Discussion,AD2,09:00 AM - 09:50 AM,T,,"Jetti, Y",TAM 211,Statics,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/211.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2869,916509,916509,UNKNOWN,65824.0,Online Lecture,SH,01:00 PM - 02:50 PM,TR,,"Hilgenfeldt, S",TAM 598,Advanced Special Topics,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/598.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2873,916513,916513,UNKNOWN,36406.0,Lecture-Discussion,C,08:00 AM - 09:50 AM,MW,1109 Siebel Center for Comp Sci,"Sofronis, PVijayvargia, K",TAM 552,Solid Mechanics II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/552.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2875,916515,916515,UNKNOWN,68057.0,Independent Study,,ARRANGED -,,,,TAM 297,Introductory Independent Study,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/297.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2877,916517,916517,UNKNOWN,36399.0,Online Lecture,C,12:00 PM - 01:20 PM,F,,"Chamorro Chavez, L",TAM 539,Fluid Mechanics Seminar,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/539.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2883,916523,916523,UNKNOWN,10208.0,Independent Study,,ARRANGED -,,,,TAM 499,Senior Thesis,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/499.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2885,916525,916525,UNKNOWN,36333.0,Online Lecture,E,01:00 PM - 02:50 PM,TR,,"Hutchens, S",TAM 456,Experimental Stress Analysis,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/456.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2887,916527,916527,UNKNOWN,10215.0,Independent Study,,ARRANGED -,,,,TAM 597,Advanced Independent Study,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/597.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2889,916529,916529,UNKNOWN,36387.0,Lecture-Discussion,C,10:00 AM - 11:50 AM,MW,1306 Everitt Laboratory,"Chamorro Chavez, L",TAM 532,Viscous Flow,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/532.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2989,916629,916629,UNKNOWN,38770.0,Online Lecture,A,01:00 PM - 02:50 PM,MW,,"Admal, N",TAM 574,Adv Finite Element Methods,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/574.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
2991,916631,916631,UNKNOWN,38772.0,Online Lecture,A,02:00 PM - 03:50 PM,MW,,"Sehitoglu, H",TAM 524,Micromechanics of Materials,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TAM/524.html,2021,spring,TAM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
3037,916677,916677,UNKNOWN,64395.0,Online Lecture,A,02:00 PM - 04:50 PM,R,,"Fogelman, C",WGGP 581,Gender Relations & Intl Dev,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/WGGP/581.html,2021,spring,WGGP,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
3039,916679,916679,UNKNOWN,53862.0,Online Lecture,A,09:30 AM - 10:45 AM,TR,,"Kovanen, B",WRIT 303,Writing Across Media,3,['AC'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/WRIT/303.html,2021,spring,WRIT,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
3049,916689,916689,UNKNOWN,46523.0,Study Abroad,A,ARRANGED -,,,"Klebek, C",AHS 292,AHS Study Abroad,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AHS/292.html,2021,spring,AHS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
3051,916691,916691,UNKNOWN,68898.0,Studio,1,09:30 AM - 12:10 PM,TR,219 Art and Design Building,"Hudson, S",ARTF 106,Visualization Drawing,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTF/106.html,2021,spring,ARTF,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
3059,916699,916699,UNKNOWN,69144.0,Studio,1,01:00 PM - 03:40 PM,MW,209 Art and Design Building,"Hudson, S",ARTF 104,Expressive Drawing,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTF/104.html,2021,spring,ARTF,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
3069,916709,916709,UNKNOWN,73538.0,Independent Study,DC,ARRANGED -,,,"Cooper, D",SLAV 399,Advanced Undergraduate Open Seminar,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SLAV/399.html,2021,spring,SLAV,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
3071,916711,916711,UNKNOWN,67421.0,Online Lecture,A,03:00 PM - 04:50 PM,W,,"Cooper, D",SLAV 525,Problems in Slavic Literature,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SLAV/525.html,2021,spring,SLAV,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
3077,916717,916717,UNKNOWN,46639.0,Online Lecture,F,01:00 PM - 01:50 PM,TR,,"Davies Brenier, L",SLAV 505,Old Church Slavonic,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SLAV/505.html,2021,spring,SLAV,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
